,host_response_time,host_response_rate,host_acceptance_rate,host_is_superhost,host_has_profile_pic,host_identity_verified,neighbourhood_cleansed,property_type,room_type,accommodates,bathrooms,bathrooms_text,bedrooms,beds,price,minimum_nights,maximum_nights,maximum_minimum_nights,review_scores_rating,review_scores_cleanliness,review_scores_checkin,review_scores_communication,review_scores_location,review_scores_value,instant_bookable,booking_ratio,total_amenities
31574,within an hour,100,90,t,t,t,East New York,Private room in home,Private room,2,1.0,1 private bath,1.0,2.0,131.0,1,1125,1.0,4.92,4.79,4.94,4.9,4.44,4.79,f,0.3424657534246575,55
31576,within an hour,100,100,t,f,t,Hell's Kitchen,Private room in rental unit,Private room,2,1.0,1 private bath,1.0,1.0,194.0,1,365,1.0,4.94,4.83,4.89,4.94,4.89,4.56,t,0.084931506849315,21
31577,within an hour,100,100,t,f,t,Hell's Kitchen,Private room in rental unit,Private room,4,1.0,1 private bath,0.0,2.0,208.0,1,365,1.0,4.89,4.81,4.96,4.93,5.0,4.89,f,0.3890410958904109,23
31582,within an hour,75,100,t,t,t,Greenpoint,Entire rental unit,Entire home/apt,6,2.0,2 baths,3.0,4.0,785.0,30,365,7.0,4.86,4.86,5.0,5.0,5.0,4.71,f,0.2520547945205479,17
31583,within an hour,100,98,t,t,f,Ditmars Steinway,Entire guest suite,Entire home/apt,2,1.0,1 bath,1.0,2.0,189.0,2,29,2.0,4.83,4.97,4.9,4.86,4.83,4.72,f,0.6136986301369863,36
31586,within an hour,100,93,t,t,t,Hell's Kitchen,Entire rental unit,Entire home/apt,6,1.0,1 bath,2.0,2.0,376.0,7,365,14.0,4.87,4.93,4.73,4.8,4.8,4.33,f,0.3315068493150685,51
31587,within an hour,100,99,t,t,t,Roosevelt Island,Entire rental unit,Entire home/apt,6,2.0,2 baths,1.0,3.0,961.0,5,365,4.0,4.87,4.74,4.91,5.0,4.78,4.87,t,0.3616438356164383,60
31588,within an hour,100,98,f,t,t,Hell's Kitchen,Private room in rental unit,Private room,2,1.0,1 bath,1.0,1.0,237.0,1,365,1.0,4.61,4.67,4.72,4.58,4.92,4.61,t,0.6958904109589041,48
31592,within an hour,100,99,t,t,t,East Village,Entire rental unit,Entire home/apt,7,2.0,2 baths,3.0,3.0,709.0,3,365,3.0,4.9,5.0,4.97,5.0,4.53,4.8,t,0.1232876712328767,42
31607,within an hour,100,99,f,t,t,Upper West Side,Entire rental unit,Entire home/apt,8,1.0,1 bath,2.0,4.0,334.0,1,365,1.0,4.5,4.69,4.19,4.5,5.0,4.38,t,0.3342465753424657,33
31613,within an hour,80,47,f,t,t,SoHo,Entire rental unit,Entire home/apt,6,1.0,1 bath,2.0,2.0,1229.0,2,365,2.0,5.0,4.9,4.9,5.0,5.0,4.9,f,0.1452054794520547,53
31614,within an hour,100,100,f,t,t,Upper East Side,Entire rental unit,Entire home/apt,3,1.0,1 bath,1.0,3.0,336.0,5,365,5.0,4.71,4.81,4.71,4.77,4.84,4.58,f,0.6712328767123288,28
31619,within an hour,98,78,f,t,t,Chelsea,Room in hotel,Private room,2,1.0,1 private bath,1.0,1.0,313.0,1,365,3.0,4.5,3.5,5.0,4.5,5.0,4.0,t,0.0383561643835616,43
31622,within an hour,100,100,t,f,t,Midtown,Entire rental unit,Entire home/apt,4,1.0,1 bath,1.0,1.0,245.0,4,365,4.0,4.72,4.56,4.72,4.92,4.92,4.6,t,0.1972602739726027,31
31625,within an hour,98,100,f,t,t,Midtown,Private room in rental unit,Private room,2,2.0,2 shared baths,1.0,1.0,68.0,1,365,1.0,4.64,4.82,4.55,4.73,4.91,4.45,t,0.6493150684931507,34
31626,within an hour,100,93,f,t,t,Hell's Kitchen,Room in hotel,Private room,2,1.0,1 private bath,1.0,1.0,358.0,1,365,1.0,5.0,5.0,5.0,4.0,5.0,5.0,t,0.0876712328767123,14
31632,within a few hours,100,94,f,t,t,Highbridge,Entire condo,Entire home/apt,3,1.0,1 bath,1.0,1.0,196.0,2,29,2.0,4.57,4.57,4.78,4.78,4.48,4.39,f,0.3342465753424657,39
31642,within an hour,100,97,t,t,t,Bedford-Stuyvesant,Entire rental unit,Entire home/apt,6,1.0,1 bath,2.0,4.0,389.0,30,365,30.0,4.87,4.9,4.85,5.0,4.75,4.7,f,0.5945205479452055,62
31647,within an hour,71,29,f,t,f,Mott Haven,Private room in guest suite,Private room,2,1.0,1 private bath,1.0,1.0,200.0,2,365,2.0,5.0,5.0,5.0,5.0,5.0,5.0,f,0.3917808219178082,19
31650,within an hour,100,100,t,t,f,Harlem,Private room in rental unit,Private room,4,1.0,1 shared bath,1.0,3.0,170.0,1,28,1.0,4.94,4.73,4.94,4.85,4.76,4.64,t,0.4082191780821917,46
31651,within an hour,100,100,t,f,t,Rosedale,Private room in guest suite,Private room,9,2.0,2 baths,3.0,3.0,300.0,3,300,3.0,4.92,4.62,4.77,4.92,4.85,4.62,t,0.2630136986301369,47
31652,within an hour,100,100,t,t,f,Harlem,Private room in loft,Private room,3,1.0,1 shared bath,1.0,1.0,142.0,1,28,1.0,4.65,4.48,5.0,4.96,4.65,4.57,t,0.1205479452054794,43
31653,within an hour,100,97,t,t,t,Bedford-Stuyvesant,Entire rental unit,Entire home/apt,4,1.5,1.5 baths,1.0,3.0,190.0,30,365,30.0,4.73,4.71,4.95,4.95,4.85,4.65,f,0.5068493150684932,61
31654,within an hour,100,100,t,t,f,Harlem,Entire loft,Entire home/apt,4,1.0,1 bath,1.0,2.0,174.0,1,28,1.0,4.91,4.85,4.91,4.97,4.68,4.79,t,0.4054794520547945,46
31655,within an hour,100,100,t,t,f,Harlem,Entire loft,Entire home/apt,3,1.0,1 bath,1.0,2.0,174.0,1,365,1.0,4.92,4.92,4.85,4.95,4.95,4.85,t,0.3424657534246575,24
31656,within an hour,100,100,t,t,f,Harlem,Private room in loft,Private room,2,1.0,1 shared bath,1.0,1.0,137.0,1,28,1.0,4.72,4.8,4.72,4.96,4.64,4.72,t,0.1342465753424657,45
31657,within an hour,100,100,t,t,f,Harlem,Private room in rental unit,Private room,2,1.5,1.5 baths,1.0,1.0,147.0,1,365,1.0,4.68,4.63,4.74,4.68,4.16,4.53,t,0.1013698630136986,37
31658,within an hour,100,100,t,t,f,Harlem,Private room in rental unit,Private room,3,1.0,1 shared bath,1.0,1.0,142.0,2,28,2.0,4.64,4.57,5.0,5.0,4.64,4.5,t,0.0986301369863013,45
31660,within an hour,100,100,t,t,f,Harlem,Private room in rental unit,Private room,2,1.0,1 shared bath,1.0,1.0,142.0,2,28,2.0,4.9,4.9,4.86,5.0,4.81,4.76,t,0.1452054794520547,48
31661,within an hour,100,100,t,t,f,Harlem,Entire rental unit,Entire home/apt,4,1.0,1 bath,1.0,3.0,257.0,1,28,1.0,4.77,4.86,4.86,4.91,4.91,4.5,t,0.3150684931506849,61
31662,within an hour,100,99,t,t,t,Flatbush,Private room in rental unit,Private room,2,1.0,1 private bath,1.0,2.0,182.0,1,29,3.0,4.84,4.91,4.75,4.89,4.93,4.66,f,0.0821917808219178,39
31665,within an hour,100,99,f,t,t,Upper East Side,Shared room in rental unit,Shared room,1,1.0,1 shared bath,1.0,1.0,70.0,1,60,1.0,4.36,4.45,4.67,4.71,4.81,4.12,f,0.3808219178082191,27
31692,within an hour,100,100,f,t,t,Midtown,Entire rental unit,Entire home/apt,4,1.0,1 bath,1.0,1.0,238.0,4,365,4.0,4.62,4.46,4.54,4.73,4.85,4.38,t,0.1698630136986301,32
31699,within an hour,100,98,f,t,t,East Village,Entire rental unit,Entire home/apt,7,1.0,1 bath,3.0,3.0,517.0,3,365,3.0,4.46,4.46,4.43,4.73,4.51,4.3,t,0.5013698630136987,28
31701,within an hour,100,99,f,t,t,Crown Heights,Entire home,Entire home/apt,8,2.5,2.5 baths,3.0,5.0,389.0,3,27,3.0,4.61,4.78,4.78,4.83,4.13,4.35,t,0.3726027397260274,19
31708,within an hour,100,100,t,t,f,Harlem,Private room in rental unit,Private room,2,1.0,1 shared bath,1.0,2.0,127.0,1,28,1.0,4.68,4.64,4.72,4.76,4.84,4.6,f,0.1178082191780822,46
31709,within an hour,100,100,t,t,t,East Flatbush,Entire guest suite,Entire home/apt,5,1.0,1 bath,2.0,6.0,249.0,2,28,2.0,4.93,4.97,5.0,4.93,4.66,4.69,t,0.3671232876712328,59
31717,within an hour,100,81,t,t,t,Queens Village,Private room in home,Private room,2,1.0,1 shared bath,1.0,1.0,73.0,1,90,1.0,4.81,4.6,4.83,4.88,4.81,4.65,f,0.4164383561643835,41
31719,within a few hours,100,100,t,t,t,Harlem,Entire home,Entire home/apt,6,2.0,2 baths,3.0,6.0,550.0,3,365,3.0,4.95,4.74,5.0,4.89,4.32,4.79,f,0.1945205479452054,40
31725,within an hour,100,100,t,t,t,East New York,Private room in home,Private room,2,2.0,2 shared baths,1.0,1.0,116.0,1,365,1.0,4.96,4.94,4.96,4.99,4.76,4.97,t,0.3452054794520548,48
31726,within an hour,100,90,t,t,t,Crown Heights,Private room in rental unit,Private room,2,2.0,2 baths,2.0,3.0,143.0,1,28,1.0,5.0,4.94,5.0,4.94,4.75,4.94,f,0.3424657534246575,34
31729,within a few hours,93,64,t,t,t,Hell's Kitchen,Entire condo,Entire home/apt,6,1.0,1 bath,3.0,2.0,410.0,7,365,7.0,4.67,4.72,4.94,4.94,4.89,4.72,f,0.5753424657534246,30
31732,within an hour,100,100,f,t,t,Midtown,Entire rental unit,Entire home/apt,4,1.0,1 bath,1.0,2.0,242.0,4,365,4.0,4.5,4.54,4.42,4.75,4.75,4.33,t,0.1534246575342465,33
31737,within an hour,100,99,f,t,t,Upper West Side,Entire rental unit,Entire home/apt,12,1.0,1 bath,2.0,6.0,283.0,1,365,1.0,4.22,4.33,4.19,4.36,4.83,4.19,t,0.3397260273972602,29
31742,within an hour,100,97,t,t,t,East New York,Entire rental unit,Entire home/apt,6,1.0,1 bath,2.0,3.0,181.0,3,365,3.0,4.97,4.94,4.97,5.0,4.52,4.87,f,0.2246575342465753,44
31745,within an hour,96,100,f,t,t,Upper West Side,Entire rental unit,Entire home/apt,11,1.0,1 bath,2.0,6.0,268.0,1,365,1.0,4.31,4.45,3.86,4.38,4.79,4.07,t,0.3424657534246575,34
31746,within an hour,96,100,f,t,t,Upper West Side,Entire rental unit,Entire home/apt,12,1.0,1 bath,2.0,7.0,323.0,1,1125,1.0,4.32,4.61,4.0,4.71,4.86,4.18,t,0.347945205479452,40
31747,within an hour,100,100,f,t,t,Financial District,Entire rental unit,Entire home/apt,2,1.0,1 bath,1.0,1.0,205.0,1,365,1.0,4.39,4.67,4.27,4.55,4.7,4.33,t,0.4493150684931506,15
31761,within an hour,100,100,t,t,t,East Flatbush,Entire guest suite,Entire home/apt,5,1.5,1.5 baths,2.0,5.0,255.0,1,28,1.0,4.91,4.91,4.88,4.84,4.5,4.81,t,0.6082191780821918,54
31769,within a day,60,14,f,t,t,Financial District,Entire rental unit,Entire home/apt,2,1.0,1 bath,1.0,1.0,260.0,3,10,3.0,5.0,5.0,5.0,5.0,5.0,5.0,f,0.5452054794520548,33
31770,within a day,88,69,t,t,t,Greenwich Village,Entire rental unit,Entire home/apt,6,2.0,2 baths,2.0,3.0,757.0,5,365,5.0,4.91,4.83,4.65,4.83,4.87,4.61,f,0.3917808219178082,38
31788,within an hour,98,98,f,t,t,Lower East Side,Entire rental unit,Entire home/apt,4,1.0,1 bath,2.0,2.0,400.0,1,365,1.0,4.28,4.16,4.56,4.68,4.68,4.16,t,0.5041095890410959,18
31789,within an hour,100,100,t,t,t,Bath Beach,Entire loft,Entire home/apt,4,1.0,1 bath,2.0,3.0,215.0,1,365,5.0,4.95,4.98,4.92,4.98,4.87,4.92,t,0.0931506849315068,53
31794,within an hour,96,99,f,t,f,Chinatown,Entire rental unit,Entire home/apt,5,1.0,1 bath,2.0,4.0,499.0,2,1125,2.0,4.29,3.75,4.83,4.42,4.71,4.21,t,0.3287671232876712,48
31805,within a few hours,100,97,f,f,t,Crown Heights,Entire home,Entire home/apt,12,4.5,4.5 baths,6.0,6.0,735.0,3,30,3.0,4.76,4.52,4.67,4.62,4.38,4.62,f,0.4602739726027397,48
31809,within an hour,100,98,f,t,t,Sunnyside,Entire rental unit,Entire home/apt,3,1.0,1 bath,1.0,2.0,263.0,1,24,3.0,5.0,4.63,5.0,5.0,5.0,4.88,f,0.5342465753424658,20
31811,within an hour,100,99,t,t,t,Long Island City,Private room in home,Private room,1,1.5,1.5 baths,1.0,1.0,94.0,1,5,1.0,4.89,4.96,4.95,4.96,4.68,4.8,f,0.5397260273972603,38
31813,within an hour,100,100,t,t,t,Crown Heights,Entire rental unit,Entire home/apt,6,1.0,1 bath,3.0,5.0,231.0,2,365,2.0,4.9,4.84,4.92,4.94,4.3,4.76,f,0.1643835616438356,52
31822,within an hour,90,100,t,t,t,Murray Hill,Entire rental unit,Entire home/apt,4,2.0,2 baths,2.0,2.0,571.0,1,365,4.0,4.75,4.78,4.75,4.89,4.89,4.64,t,0.4246575342465753,28
31828,within a few hours,100,97,f,f,t,Crown Heights,Entire home,Entire home/apt,12,2.0,2 baths,5.0,6.0,396.0,3,30,3.0,4.16,4.16,4.16,4.47,4.26,4.21,f,0.3780821917808219,33
31829,within an hour,100,100,t,t,t,East Flatbush,Entire rental unit,Entire home/apt,4,1.0,1 bath,2.0,2.0,287.0,2,28,2.0,5.0,5.0,5.0,5.0,4.64,4.86,f,0.1753424657534246,57
31831,within an hour,100,100,f,t,t,Financial District,Entire rental unit,Entire home/apt,2,1.0,1 bath,1.0,1.0,185.0,1,365,1.0,4.41,4.47,4.64,4.59,4.7,4.23,t,0.0904109589041095,18
31834,within an hour,100,99,t,t,t,Hell's Kitchen,Private room in rental unit,Private room,2,1.5,1.5 baths,1.0,1.0,168.0,3,365,3.0,4.77,4.47,4.67,4.77,4.9,4.57,t,0.6684931506849315,36
31838,within an hour,100,100,f,t,t,Crown Heights,Entire home,Entire home/apt,6,1.0,1 bath,3.0,4.0,283.0,3,27,3.0,4.52,4.78,4.7,4.74,4.22,4.52,t,0.2767123287671232,37
31839,within an hour,97,87,f,t,t,Theater District,Room in hotel,Hotel room,2,1.0,1 bath,1.0,1.0,100.0,1,1125,3.0,4.2,4.32,4.8,4.64,4.92,4.32,t,0.1041095890410958,21
31843,within an hour,100,99,f,t,t,Theater District,Room in hotel,Private room,4,1.0,1 private bath,2.0,2.0,793.0,1,365,10.0,4.86,4.86,5.0,5.0,5.0,4.43,t,0.0027397260273972,16
31844,within an hour,100,100,f,t,t,Crown Heights,Entire home,Entire home/apt,10,4.0,4 baths,5.0,5.0,402.0,3,27,3.0,4.63,4.74,4.74,4.93,4.19,4.56,t,0.5616438356164384,47
31850,within a few hours,100,100,f,f,t,Cypress Hills,Private room in rental unit,Private room,5,1.0,1 private bath,2.0,3.0,280.0,1,15,1.0,4.0,3.78,4.33,4.11,4.0,3.89,f,0.021917808219178,10
31853,within an hour,100,99,t,t,t,Hell's Kitchen,Entire rental unit,Entire home/apt,4,1.0,1 bath,2.0,5.0,403.0,2,365,2.0,5.0,4.95,5.0,5.0,5.0,4.9,f,0.5205479452054794,50
31855,within an hour,100,100,t,t,t,Crown Heights,Entire rental unit,Entire home/apt,4,1.0,1 bath,2.0,4.0,157.0,1,28,3.0,4.82,4.97,4.64,4.91,4.67,4.82,t,0.3643835616438356,54
31856,within an hour,100,97,t,t,t,Woodside,Private room in rental unit,Private room,2,1.0,1 shared bath,2.0,2.0,223.0,1,14,1.0,5.0,5.0,5.0,5.0,5.0,5.0,f,0.6410958904109589,52
31857,within an hour,100,99,t,t,t,Bensonhurst,Private room in rental unit,Private room,2,1.0,1 private bath,1.0,2.0,116.0,1,30,1.0,4.98,4.96,4.88,4.94,4.88,4.96,f,0.2438356164383561,23
31859,within a day,100,100,t,t,t,Inwood,Entire rental unit,Entire home/apt,5,1.0,1 bath,2.0,2.0,239.0,2,730,2.0,4.83,4.76,4.88,4.8,4.83,4.71,f,0.673972602739726,24
31861,within a few hours,100,64,t,t,t,Midtown,Entire rental unit,Entire home/apt,5,1.0,1 bath,2.0,4.0,747.0,5,365,5.0,4.84,4.68,4.87,4.94,4.97,4.58,f,0.3589041095890411,40
31872,within an hour,98,100,f,t,t,Midtown,Private room in rental unit,Private room,4,1.0,1 private bath,1.0,3.0,105.0,1,365,1.0,4.38,4.25,4.25,4.38,4.75,4.13,t,0.4054794520547945,32
31879,within an hour,100,76,f,t,t,Bedford-Stuyvesant,Private room in guest suite,Private room,2,1.0,1 private bath,1.0,2.0,145.0,3,29,7.0,4.86,4.71,4.86,5.0,4.43,4.71,f,0.0657534246575342,49
31888,within an hour,100,98,f,t,t,Sunnyside,Entire rental unit,Entire home/apt,8,1.0,1 bath,1.0,4.0,201.0,1,365,1.0,4.36,4.42,4.42,4.52,4.56,4.22,t,0.2931506849315068,49
31899,within an hour,96,98,f,t,t,Midtown,Room in hotel,Hotel room,4,2.0,2 baths,2.0,4.0,1063.0,1,1125,1.0,4.0,5.0,5.0,4.0,5.0,4.0,t,0.0383561643835616,22
31901,within an hour,90,97,f,t,t,Hell's Kitchen,Entire rental unit,Entire home/apt,4,1.0,1 bath,1.0,2.0,599.0,5,30,5.0,5.0,4.95,4.95,4.95,4.91,4.86,f,0.6931506849315069,41
31902,within an hour,96,98,f,t,t,Midtown,Entire serviced apartment,Entire home/apt,2,1.0,1 bath,1.0,1.0,1000.0,1,1125,1.0,5.0,5.0,5.0,5.0,5.0,4.5,t,0.136986301369863,22
31908,within an hour,100,100,f,t,t,East Harlem,Entire rental unit,Entire home/apt,4,1.0,1 bath,1.0,1.0,216.0,3,365,4.0,4.71,4.84,4.71,4.77,4.55,4.58,t,0.0657534246575342,36
31924,within an hour,100,100,t,t,t,Astoria,Private room in home,Private room,3,1.0,1 shared bath,1.0,2.0,108.0,1,365,1.0,4.88,4.86,4.95,4.91,4.92,4.81,t,0.0767123287671232,39
31930,within an hour,100,99,f,t,t,Mott Haven,Private room in condo,Private room,3,2.0,2 shared baths,1.0,2.0,85.0,1,365,1.0,4.45,4.53,4.65,4.8,4.6,4.35,t,0.0356164383561643,39
31943,within an hour,100,59,f,t,t,Harlem,Entire rental unit,Entire home/apt,2,1.0,1 bath,0.0,2.0,218.0,1,365,1.0,4.84,4.68,4.58,4.79,4.84,4.89,f,0.6657534246575343,33
31951,within an hour,100,100,f,t,t,Hell's Kitchen,Entire rental unit,Entire home/apt,5,1.0,1 bath,1.0,2.0,283.0,1,365,1.0,4.09,4.43,4.13,4.17,4.43,3.91,t,0.0547945205479452,26
31956,within a few hours,100,85,t,t,t,Bushwick,Private room in home,Private room,2,1.0,1 private bath,1.0,1.0,140.0,3,50,3.0,5.0,5.0,5.0,5.0,4.93,4.93,f,0.6958904109589041,30
31962,within an hour,100,100,f,t,t,Briarwood,Private room in rental unit,Private room,3,1.0,1 private bath,0.0,1.0,114.0,1,365,1.0,4.21,4.28,4.63,4.63,4.3,4.16,f,0.3643835616438356,30
31965,within an hour,100,100,f,t,t,Bedford-Stuyvesant,Private room in rental unit,Private room,2,1.5,1.5 shared baths,1.0,1.0,77.0,1,365,1.0,4.68,4.68,4.66,4.78,4.63,4.63,t,0.3698630136986301,52
31971,within an hour,100,94,t,t,t,Flushing,Private room in home,Private room,4,1.0,1 private bath,2.0,3.0,139.0,1,365,1.0,4.94,5.0,5.0,5.0,4.88,4.81,t,0.3123287671232876,32
31972,within an hour,89,98,t,t,t,Bedford-Stuyvesant,Entire rental unit,Entire home/apt,6,1.0,1 bath,3.0,4.0,288.0,3,30,3.0,4.72,4.56,4.77,4.79,4.53,4.67,f,0.2383561643835616,24
31973,within a few hours,100,100,t,t,t,Queens Village,Entire rental unit,Entire home/apt,4,1.0,1 bath,2.0,2.0,271.0,2,28,2.0,4.97,5.0,4.97,4.97,4.82,5.0,f,0.3260273972602739,58
31977,within an hour,100,100,f,t,t,Rosedale,Private room in rental unit,Private room,3,1.0,1 private bath,1.0,1.0,144.0,3,700,3.0,4.79,4.95,4.89,4.89,4.68,4.79,t,0.2794520547945205,37
31980,within a few hours,90,66,t,t,t,West Village,Entire rental unit,Entire home/apt,5,1.0,1 bath,2.0,4.0,550.0,5,365,5.0,4.8,4.72,4.88,4.88,4.84,4.52,f,0.4493150684931506,39
32001,within an hour,100,100,f,t,t,Rosedale,Private room in rental unit,Private room,2,1.0,1 shared bath,1.0,1.0,109.0,2,1125,2.0,4.71,4.71,4.93,4.93,4.79,4.36,t,0.2602739726027397,27
32002,within an hour,100,100,f,t,t,Rosedale,Private room in rental unit,Private room,2,1.0,1 shared bath,1.0,1.0,109.0,2,365,2.0,4.8,5.0,5.0,5.0,4.9,4.8,f,0.2602739726027397,13
32009,within an hour,100,87,t,t,t,Harlem,Entire townhouse,Entire home/apt,14,5.5,5.5 baths,7.0,7.0,1030.0,3,365,5.0,4.77,4.85,4.92,4.85,4.46,4.62,t,0.1616438356164383,35
32011,within an hour,91,99,f,t,t,Port Morris,Entire serviced apartment,Entire home/apt,2,1.0,1 bath,0.0,1.0,218.0,1,365,30.0,4.49,4.69,4.49,4.46,4.28,4.36,t,0.0027397260273972,43
32013,within an hour,100,85,t,t,t,College Point,Private room in home,Private room,2,1.0,1 private bath,1.0,1.0,95.0,1,7,1.0,4.94,4.94,4.92,4.96,4.79,4.87,f,0.336986301369863,33
32016,within an hour,100,100,f,t,t,Clinton Hill,Entire home,Entire home/apt,12,2.0,2 baths,6.0,6.0,686.0,3,27,3.0,4.74,4.78,4.78,4.74,4.04,4.65,t,0.4602739726027397,36
32017,within a day,73,68,f,t,t,Midtown,Entire condo,Entire home/apt,4,1.0,1 bath,2.0,2.0,320.0,7,365,7.0,4.54,4.31,4.77,4.62,4.85,4.54,f,0.3726027397260274,33
32023,within an hour,100,97,t,t,t,Bedford-Stuyvesant,Entire rental unit,Entire home/apt,8,2.5,2.5 baths,3.0,5.0,389.0,30,365,30.0,4.91,4.83,4.91,4.96,4.8,4.85,f,0.5205479452054794,59
32034,within a day,60,64,f,t,f,SoHo,Entire rental unit,Entire home/apt,6,1.0,1 bath,2.0,2.0,880.0,3,365,3.0,5.0,5.0,5.0,5.0,5.0,4.67,f,0.4273972602739726,25
32035,within an hour,100,96,t,t,t,Boerum Hill,Entire rental unit,Entire home/apt,6,2.0,2 baths,3.0,4.0,685.0,3,30,3.0,4.93,4.93,4.85,4.98,4.9,4.78,f,0.6931506849315069,51
32052,within an hour,91,99,f,t,t,Port Morris,Entire serviced apartment,Entire home/apt,2,1.0,1 bath,0.0,1.0,202.0,1,365,30.0,3.57,3.71,3.71,3.57,3.57,3.14,t,0.0054794520547945,44
32053,within an hour,91,99,f,t,t,Port Morris,Entire serviced apartment,Entire home/apt,2,1.0,1 bath,0.0,1.0,197.0,1,365,3.0,3.67,3.67,3.67,4.0,4.67,3.67,t,0.0,44
32054,within an hour,97,87,f,t,t,Theater District,Room in hotel,Hotel room,12,3.0,3 baths,3.0,6.0,615.0,1,1125,4.0,5.0,5.0,5.0,5.0,5.0,5.0,t,0.1013698630136986,21
32062,within a few hours,100,76,f,t,t,Upper West Side,Entire rental unit,Entire home/apt,6,1.0,1 bath,3.0,4.0,313.0,5,85,5.0,4.56,4.6,4.84,4.88,4.84,4.48,f,0.6465753424657534,31
32063,within an hour,100,100,f,t,t,Ditmars Steinway,Private room in home,Private room,2,1.0,1 shared bath,0.0,0.0,124.0,2,365,2.0,4.89,4.85,4.93,4.89,4.78,4.67,t,0.5972602739726027,13
32074,within an hour,97,87,f,t,t,Theater District,Room in hotel,Hotel room,4,1.0,1 bath,1.0,2.0,205.0,1,1125,5.0,4.0,4.0,4.0,4.0,5.0,4.0,t,0.0602739726027397,21
32075,within an hour,97,87,f,t,t,Theater District,Room in hotel,Hotel room,4,1.0,1 bath,1.0,2.0,205.0,1,1125,4.0,4.6,4.8,4.4,4.4,5.0,4.2,t,0.0876712328767123,21
32077,within an hour,97,87,f,t,t,Theater District,Room in hotel,Hotel room,2,1.0,1 bath,1.0,1.0,156.0,1,1125,3.0,5.0,5.0,5.0,5.0,5.0,4.0,t,0.0356164383561643,21
32081,within an hour,100,97,t,t,t,Chinatown,Entire rental unit,Entire home/apt,4,1.0,1 bath,2.0,2.0,442.0,4,365,5.0,4.98,5.0,4.98,5.0,4.93,4.88,t,0.1671232876712328,44
32087,within an hour,100,100,t,t,t,Upper West Side,Private room in rental unit,Private room,2,1.0,1 private bath,1.0,1.0,389.0,1,10,1.0,4.77,4.87,4.95,4.92,4.77,4.44,f,0.5945205479452055,48
32088,within an hour,94,93,f,t,t,Upper West Side,Private room in rental unit,Private room,3,2.0,2 shared baths,1.0,1.0,113.0,1,365,1.0,4.63,4.76,4.58,4.71,4.66,4.37,f,0.3150684931506849,52
32093,within an hour,98,99,t,t,t,East Flatbush,Entire rental unit,Entire home/apt,4,1.0,1 bath,0.0,1.0,193.0,1,365,2.0,4.86,4.71,4.89,4.91,4.71,4.71,t,0.0657534246575342,36
32103,within a few hours,90,88,f,t,t,Gramercy,Entire condo,Entire home/apt,3,1.0,1 bath,1.0,1.0,299.0,7,365,7.0,4.47,4.53,4.76,4.88,4.59,4.41,f,0.3205479452054794,27
32104,within a few hours,90,88,f,t,t,Nolita,Entire condo,Entire home/apt,4,1.0,1 bath,2.0,2.0,319.0,7,365,7.0,4.5,4.57,4.86,4.57,4.93,4.0,f,0.3452054794520548,23
32112,within an hour,94,93,f,t,t,Upper West Side,Private room in rental unit,Private room,2,2.0,2 shared baths,1.0,1.0,122.0,2,365,2.0,4.79,4.58,4.7,4.88,4.82,4.67,f,0.3671232876712328,56
32119,within an hour,100,100,t,t,f,Sunset Park,Room in hotel,Private room,7,1.5,1.5 baths,3.0,3.0,711.0,3,365,3.0,4.97,5.0,5.0,5.0,4.89,4.81,f,0.1589041095890411,47
32120,within an hour,100,98,f,t,t,Crown Heights,Entire rental unit,Entire home/apt,6,2.0,2 baths,3.0,4.0,319.0,3,27,30.0,4.44,4.48,4.67,4.96,4.04,4.15,t,0.3232876712328767,44
32122,within an hour,100,99,t,t,t,Chelsea,Entire rental unit,Entire home/apt,3,1.0,1 bath,1.0,2.0,365.0,4,365,5.0,4.97,4.92,4.97,4.95,4.92,4.86,f,0.1616438356164383,47
32177,within a few hours,100,100,t,t,t,Flushing,Entire townhouse,Entire home/apt,6,2.0,2 baths,3.0,3.0,200.0,3,29,3.0,4.87,4.73,5.0,5.0,4.87,4.8,f,0.4328767123287671,10
32178,within an hour,100,100,f,t,t,Ditmars Steinway,Private room in townhouse,Private room,4,1.0,1 private bath,1.0,1.0,99.0,4,60,4.0,5.0,4.25,4.5,4.75,4.75,4.5,t,0.4493150684931506,19
32179,within an hour,94,100,f,t,t,Midtown,Room in hotel,Private room,4,2.5,2.5 baths,2.0,2.0,1031.0,1,28,1.0,5.0,5.0,5.0,5.0,5.0,5.0,f,0.1726027397260274,45
32184,within an hour,100,98,t,t,t,St. Albans,Private room in home,Private room,4,2.0,2 baths,3.0,3.0,231.0,2,28,2.0,4.74,4.84,5.0,4.74,4.84,4.74,f,0.3041095890410959,56
32189,within an hour,100,97,t,t,t,Harlem,Private room in rental unit,Private room,1,1.5,1.5 baths,1.0,1.0,95.0,5,120,5.0,4.87,4.93,4.87,4.93,4.87,4.87,f,0.210958904109589,57
32203,within an hour,100,100,t,t,t,Flatlands,Entire rental unit,Entire home/apt,4,1.0,1 bath,3.0,3.0,172.0,2,28,2.0,5.0,5.0,4.97,5.0,4.78,4.92,t,0.1150684931506849,70
32204,within an hour,100,99,t,t,t,Financial District,Entire rental unit,Entire home/apt,6,2.0,2 baths,4.0,0.0,599.0,6,365,6.0,4.72,4.66,4.72,4.86,4.9,4.69,t,0.2273972602739726,38
