,host_response_time,host_response_rate,host_acceptance_rate,host_is_superhost,host_has_profile_pic,host_identity_verified,neighbourhood_cleansed,property_type,room_type,accommodates,bathrooms,bathrooms_text,bedrooms,beds,price,minimum_nights,maximum_nights,maximum_minimum_nights,review_scores_rating,review_scores_cleanliness,review_scores_checkin,review_scores_communication,review_scores_location,review_scores_value,instant_bookable,booking_ratio,total_amenities
3652,within an hour,100,98,t,t,t,Upper East Side,Entire rental unit,Entire home/apt,2,1.0,1 bath,1.0,1.0,330.0,3,1125,5.0,4.64,4.52,4.85,4.92,4.9,4.49,f,0.1287671232876712,55
3752,within an hour,100,100,t,t,t,Park Slope,Private room in rental unit,Private room,2,1.0,1 shared bath,1.0,1.0,181.0,7,1125,7.0,4.94,4.92,4.98,4.97,4.94,4.92,t,0.284931506849315,22
4015,within a few hours,100,95,f,t,t,Bedford-Stuyvesant,Entire rental unit,Entire home/apt,8,1.0,1 bath,2.0,3.0,396.0,3,1125,3.0,4.34,3.81,4.69,4.73,4.22,4.14,f,0.1178082191780822,12
4019,within a few hours,100,29,f,t,t,Midtown,Entire serviced apartment,Entire home/apt,2,1.0,1 bath,0.0,1.0,478.0,4,10,4.0,5.0,4.89,4.93,5.0,4.98,4.91,f,0.0821917808219178,27
4064,within an hour,100,100,t,t,t,Bedford-Stuyvesant,Private room in rental unit,Private room,2,1.0,1 shared bath,1.0,1.0,85.0,1,30,1.0,4.86,4.81,4.9,4.94,4.54,4.83,f,0.6575342465753424,39
4084,within an hour,100,99,f,t,t,Bushwick,Entire guest suite,Entire home/apt,4,1.0,1 bath,0.0,2.0,185.0,3,60,3.0,4.55,4.41,4.89,4.89,4.64,4.6,f,0.2767123287671232,48
4109,within an hour,100,99,f,t,t,Crown Heights,Private room in home,Private room,3,1.0,1 private bath,1.0,2.0,176.0,1,28,1.0,4.77,4.75,4.83,4.6,4.77,4.7,t,0.6328767123287671,41
4122,within an hour,100,81,f,t,t,Gravesend,Private room in townhouse,Private room,2,1.0,1 shared bath,1.0,1.0,249.0,1,365,1.0,4.79,4.83,4.9,4.93,4.74,4.76,f,0.021917808219178,38
4254,within a few hours,100,90,t,t,t,Cobble Hill,Private room in townhouse,Private room,2,1.0,1 private bath,0.0,1.0,245.0,3,60,3.0,4.95,4.96,4.97,4.97,5.0,4.82,f,0.6493150684931507,35
4257,within an hour,100,96,t,t,t,Great Kills,Private room in home,Private room,3,2.0,2 shared baths,2.0,2.0,158.0,1,7,1.0,5.0,5.0,5.0,5.0,4.97,4.99,f,0.5835616438356165,52
4268,within a few hours,100,91,t,t,t,Prospect Heights,Private room in home,Private room,2,1.0,1 private bath,1.0,1.0,175.0,2,30,2.0,4.91,4.79,4.98,4.97,4.99,4.8,f,0.4273972602739726,29
4284,within an hour,90,100,t,t,t,Bedford-Stuyvesant,Entire guest suite,Entire home/apt,2,1.0,1 bath,1.0,2.0,232.0,3,30,3.0,4.92,4.86,4.94,4.97,4.82,4.88,t,0.3835616438356164,62
4322,within an hour,100,98,t,t,f,Jamaica,Entire guest suite,Entire home/apt,2,1.0,1 bath,1.0,1.0,149.0,2,28,2.0,4.92,4.94,4.94,4.95,4.91,4.89,f,0.5917808219178082,43
4379,within an hour,100,90,t,t,t,Murray Hill,Private room in rental unit,Private room,2,1.0,1 shared bath,1.0,1.0,240.0,4,30,4.0,5.0,5.0,4.99,4.98,4.95,4.93,f,0.2684931506849315,62
4453,within a few hours,97,95,t,t,t,Red Hook,Private room in condo,Private room,1,1.0,1 private bath,1.0,1.0,70.0,1,14,1.0,4.87,4.88,4.92,4.95,4.7,4.89,f,0.6410958904109589,20
4486,within an hour,100,96,t,t,f,Williamsburg,Private room in rental unit,Private room,2,1.0,1 private bath,2.0,2.0,169.0,4,365,4.0,4.88,4.87,4.98,4.98,4.76,4.81,f,0.6602739726027397,54
4507,within an hour,100,100,t,t,t,Canarsie,Entire home,Entire home/apt,10,1.5,1.5 baths,3.0,6.0,326.0,2,1125,2.0,4.88,4.85,4.94,4.92,4.59,4.7,t,0.3452054794520548,55
4628,within a few hours,100,100,f,t,t,Long Island City,Private room in townhouse,Private room,1,1.0,1 shared bath,1.0,2.0,90.0,3,90,3.0,5.0,5.0,5.0,5.0,5.0,4.98,f,0.6958904109589041,33
4638,within an hour,100,100,f,t,t,Harlem,Private room in townhouse,Private room,2,1.0,1 private bath,1.0,1.0,96.0,5,28,22.0,4.93,4.96,4.96,4.99,4.66,4.9,f,0.4383561643835616,22
4735,within an hour,100,97,t,t,f,Elmhurst,Private room in home,Private room,2,1.0,1 shared bath,1.0,1.0,113.0,6,18,6.0,4.96,4.97,4.99,4.97,4.87,4.96,f,0.0547945205479452,34
4766,within an hour,100,82,f,t,t,Harlem,Entire rental unit,Entire home/apt,4,1.0,1 bath,2.0,2.0,293.0,3,90,3.0,4.83,4.83,4.96,4.94,4.83,4.74,f,0.0767123287671232,31
4948,within a day,55,58,f,t,t,Bedford-Stuyvesant,Private room in rental unit,Private room,4,1.0,1 shared bath,1.0,2.0,95.0,2,65,2.0,4.59,4.85,4.66,4.69,4.4,4.64,f,0.1561643835616438,42
5096,within an hour,100,97,t,t,t,Williamsburg,Private room in rental unit,Private room,2,1.0,1 shared bath,1.0,2.0,160.0,2,365,3.0,4.94,4.88,4.96,4.98,4.95,4.82,f,0.1780821917808219,29
5300,within an hour,100,100,t,t,t,Greenpoint,Private room in condo,Private room,2,1.0,1 shared bath,1.0,1.0,181.0,2,1125,2.0,4.9,4.68,4.97,4.99,4.93,4.78,t,0.1123287671232876,62
5312,within an hour,100,100,f,t,t,Crown Heights,Private room in townhouse,Private room,2,1.0,1 private bath,1.0,2.0,145.0,1,365,1.0,4.72,4.53,4.93,4.95,4.53,4.6,f,0.3424657534246575,35
5321,within an hour,100,100,t,t,t,Park Slope,Private room in rental unit,Private room,2,1.0,1 shared bath,1.0,1.0,130.0,2,30,2.0,4.86,4.74,4.93,4.97,4.97,4.89,f,0.2383561643835616,63
5402,within an hour,100,91,t,t,t,Jamaica,Entire guest suite,Entire home/apt,6,1.0,1 bath,2.0,3.0,204.0,4,28,9.0,4.78,4.93,4.94,4.92,4.3,4.69,f,0.1041095890410958,43
5405,within an hour,100,90,t,t,t,Harlem,Private room in townhouse,Private room,2,1.0,1 private bath,1.0,1.0,209.0,1,30,1.0,4.85,4.84,4.91,4.88,4.8,4.77,f,0.1424657534246575,40
5408,within a few hours,100,0,f,t,t,Midtown,Room in hotel,Private room,2,1.0,1 private bath,1.0,1.0,785.0,1,28,1.0,5.0,5.0,4.95,5.0,5.0,4.95,f,0.010958904109589,18
5447,within an hour,100,81,f,t,t,Gravesend,Private room in townhouse,Private room,2,1.0,1 shared bath,1.0,1.0,249.0,1,365,1.0,4.75,4.88,4.72,5.0,4.65,4.61,f,0.5068493150684932,40
5451,within an hour,100,100,t,t,t,Upper West Side,Entire guest suite,Entire home/apt,2,1.0,1 bath,1.0,1.0,306.0,2,28,2.0,4.96,4.94,4.99,4.99,4.97,4.86,f,0.4520547945205479,38
5543,within an hour,100,90,t,t,t,Bedford-Stuyvesant,Private room in townhouse,Private room,2,1.0,1 private bath,1.0,2.0,151.0,2,15,3.0,4.87,4.9,4.96,4.93,4.63,4.84,f,0.6821917808219178,42
5556,within a day,100,83,t,t,f,New Brighton,Private room in home,Private room,2,1.0,1 private bath,1.0,1.0,55.0,1,30,1.0,4.78,4.54,4.91,4.93,4.77,4.84,f,0.5589041095890411,40
5573,within an hour,100,86,t,t,t,Middle Village,Private room in home,Private room,2,1.5,1.5 baths,2.0,2.0,135.0,3,1125,3.0,4.95,4.97,4.99,4.92,4.83,4.94,f,0.1671232876712328,48
5587,within an hour,100,100,t,t,t,Crown Heights,Private room in townhouse,Private room,2,1.0,1 private bath,1.0,1.0,143.0,3,180,4.0,4.87,4.94,4.95,4.95,4.64,4.77,t,0.1287671232876712,50
5651,within a few hours,90,79,f,t,t,East Village,Private room in rental unit,Private room,2,1.0,1 private bath,1.0,1.0,131.0,3,180,3.0,4.83,4.69,4.86,4.89,4.91,4.82,f,0.5068493150684932,28
5705,within an hour,100,100,t,t,t,Bedford-Stuyvesant,Private room in rental unit,Private room,1,1.0,1 shared bath,1.0,1.0,90.0,2,1125,2.0,4.79,4.92,4.81,4.8,4.69,4.77,f,0.1397260273972602,59
5741,within an hour,100,65,t,t,t,Greenpoint,Entire rental unit,Entire home/apt,4,1.0,1 bath,0.0,2.0,439.0,3,30,3.0,4.74,4.89,4.74,4.79,4.89,4.68,t,0.0520547945205479,18
5784,within an hour,100,79,f,t,t,Forest Hills,Private room in home,Private room,2,1.0,1 shared bath,1.0,1.0,74.0,2,180,2.0,4.54,4.39,4.73,4.7,4.74,4.55,f,0.0821917808219178,17
5822,within an hour,90,100,t,t,t,Bedford-Stuyvesant,Private room in rental unit,Private room,1,1.0,1 private bath,1.0,1.0,220.0,5,96,5.0,4.9,4.89,4.94,4.98,4.85,4.86,t,0.6986301369863014,45
5869,within an hour,100,99,t,t,t,Harlem,Entire guest suite,Entire home/apt,3,1.0,1 bath,1.0,1.0,196.0,3,90,3.0,4.77,4.78,4.86,4.88,4.74,4.78,f,0.5178082191780822,40
5961,within an hour,100,100,t,t,t,South Slope,Private room in townhouse,Private room,2,1.0,1 private bath,1.0,1.0,133.0,3,30,3.0,4.91,4.76,4.98,4.97,4.95,4.89,f,0.4,46
6018,within an hour,100,80,f,t,t,Bedford-Stuyvesant,Entire home,Entire home/apt,2,1.0,1 bath,1.0,1.0,193.0,3,1125,5.0,4.78,4.95,4.88,4.85,4.51,4.62,f,0.5205479452054794,31
6068,within an hour,100,100,f,t,t,Ozone Park,Private room in home,Private room,2,1.0,1 private bath,1.0,2.0,111.0,3,26,3.0,4.75,4.71,4.89,4.93,4.54,4.71,f,0.0356164383561643,47
6174,within an hour,100,98,t,t,t,Park Slope,Private room in townhouse,Private room,2,1.0,1 private bath,1.0,2.0,143.0,1,1125,1.0,4.91,4.9,4.96,4.96,4.97,4.82,f,0.3178082191780822,37
6433,within an hour,95,85,t,t,t,Harlem,Entire rental unit,Entire home/apt,2,1.0,1 bath,1.0,3.0,246.0,4,28,8.0,4.72,4.78,4.86,4.83,4.73,4.56,f,0.0301369863013698,26
6434,within an hour,95,85,t,t,t,Harlem,Entire rental unit,Entire home/apt,2,1.0,1 bath,1.0,2.0,273.0,3,28,8.0,4.65,4.73,4.81,4.81,4.63,4.46,f,0.0383561643835616,20
6491,within an hour,100,100,f,t,t,Flatlands,Shared room in townhouse,Shared room,2,1.0,1 shared bath,0.0,2.0,100.0,3,29,3.0,4.95,4.94,5.0,4.99,4.75,4.92,f,0.0301369863013698,30
6507,within an hour,100,100,t,t,t,Bushwick,Private room in rental unit,Private room,2,1.0,1 private bath,1.0,1.0,231.0,2,14,3.0,4.95,4.9,4.97,4.96,4.83,4.88,f,0.3561643835616438,55
6515,within an hour,100,92,t,t,t,Hell's Kitchen,Private room in rental unit,Private room,2,1.0,1 shared bath,1.0,1.0,185.0,5,1125,5.0,4.74,4.9,4.77,4.86,4.89,4.73,f,0.147945205479452,37
6554,within an hour,100,93,t,t,t,Bensonhurst,Entire guest suite,Entire home/apt,2,1.0,1 bath,1.0,1.0,160.0,5,40,5.0,4.84,4.94,4.98,4.95,4.7,4.74,f,0.1095890410958904,46
6609,within an hour,100,100,f,t,t,East New York,Private room in rental unit,Private room,8,2.0,2 baths,3.0,3.0,309.0,30,1125,2.0,4.55,4.19,4.86,4.91,4.35,4.63,t,0.3972602739726027,47
6619,within an hour,100,91,f,t,t,Canarsie,Entire rental unit,Entire home/apt,4,1.0,1 bath,1.0,2.0,260.0,2,31,2.0,4.78,4.77,4.88,4.88,4.66,4.79,f,0.0821917808219178,46
6645,within an hour,100,100,f,t,t,Williamsburg,Private room in townhouse,Private room,2,1.0,1 private bath,1.0,2.0,275.0,5,28,5.0,4.85,4.77,4.88,4.91,4.93,4.8,f,0.5424657534246575,48
6666,within an hour,100,100,t,t,f,Concourse,Private room in rental unit,Private room,2,1.0,1 private bath,1.0,1.0,135.0,2,30,2.0,4.83,4.87,4.94,4.93,4.69,4.84,f,0.1232876712328767,33
6683,within an hour,100,98,f,t,t,Bedford-Stuyvesant,Entire rental unit,Entire home/apt,2,1.0,1 bath,1.0,2.0,145.0,2,21,2.0,4.71,4.77,4.89,4.88,4.73,4.71,f,0.1123287671232876,42
6753,within an hour,100,100,t,t,t,East Flatbush,Entire rental unit,Entire home/apt,2,1.0,1 bath,1.0,2.0,151.0,2,254,30.0,4.87,4.95,4.94,4.99,4.4,4.75,f,0.0958904109589041,42
6775,within a few hours,100,78,t,t,f,Harlem,Private room in rental unit,Private room,2,1.0,1 private bath,1.0,1.0,170.0,3,14,3.0,4.97,4.93,4.98,4.97,4.58,4.88,f,0.336986301369863,27
6826,within an hour,100,98,t,t,t,Prospect-Lefferts Gardens,Entire guest suite,Entire home/apt,2,1.0,1 bath,1.0,6.0,146.0,1,7,2.0,4.88,4.91,4.97,4.96,4.85,4.84,f,0.1013698630136986,51
6861,within an hour,100,100,t,t,t,Clinton Hill,Private room in rental unit,Private room,1,1.0,1 shared bath,1.0,1.0,85.0,1,30,1.0,4.91,4.87,4.91,4.95,4.67,4.86,t,0.547945205479452,36
6869,within a few hours,92,89,t,t,t,Bedford-Stuyvesant,Private room in townhouse,Private room,2,1.0,1 shared bath,1.0,1.0,143.0,3,45,3.0,4.84,4.88,4.87,4.87,4.56,4.79,f,0.5808219178082191,22
6894,within an hour,100,100,t,t,t,Bedford-Stuyvesant,Private room in townhouse,Private room,2,1.0,1 private bath,1.0,1.0,171.0,2,13,2.0,4.91,4.94,4.97,4.95,4.64,4.89,t,0.3260273972602739,56
6916,within an hour,100,92,t,t,t,Hell's Kitchen,Private room in rental unit,Private room,2,1.0,1 shared bath,1.0,1.0,239.0,3,17,3.0,4.93,4.87,4.94,4.98,4.99,4.86,f,0.5342465753424658,27
6970,within an hour,100,91,t,t,t,Astoria,Private room in rental unit,Private room,4,1.0,1 private bath,2.0,3.0,230.0,3,365,4.0,4.98,4.96,4.99,4.98,4.89,4.91,f,0.4493150684931506,35
6989,within an hour,100,98,f,t,t,Bedford-Stuyvesant,Entire rental unit,Entire home/apt,2,1.0,1 bath,1.0,1.0,139.0,2,21,2.0,4.67,4.73,4.89,4.91,4.72,4.72,f,0.1095890410958904,40
7043,within an hour,100,85,t,t,t,Williamsburg,Private room in townhouse,Private room,1,1.0,1 private bath,1.0,1.0,199.0,5,55,6.0,4.91,4.91,4.95,4.93,4.99,4.84,f,0.589041095890411,43
7069,within an hour,100,92,f,t,t,Queens Village,Entire home,Entire home/apt,2,1.0,1 bath,2.0,2.0,156.0,2,28,2.0,4.95,4.97,4.98,5.0,4.85,4.91,f,0.0383561643835616,38
7104,within an hour,100,100,t,t,t,Flushing,Private room in home,Private room,2,1.0,1 shared bath,1.0,1.0,135.0,1,1125,1.0,4.78,4.65,4.91,4.93,4.8,4.57,f,0.0547945205479452,31
7129,within a few hours,100,100,f,t,t,Crown Heights,Private room in townhouse,Private room,2,1.0,1 private bath,1.0,1.0,180.0,3,60,30.0,4.95,4.88,4.98,4.97,4.48,4.83,f,0.6328767123287671,67
7155,within an hour,100,99,f,t,t,Crown Heights,Private room in home,Private room,3,1.0,1 private bath,1.0,2.0,176.0,1,28,1.0,4.7,4.7,4.7,4.65,4.63,4.57,t,0.6438356164383562,43
7175,within an hour,100,100,t,t,t,Carroll Gardens,Private room in home,Private room,2,1.0,1 shared bath,1.0,1.0,155.0,3,730,3.0,4.82,4.76,4.92,4.91,4.94,4.75,f,0.3753424657534246,18
7188,within an hour,100,94,f,t,t,Bedford-Stuyvesant,Private room in townhouse,Private room,2,1.0,1 private bath,1.0,2.0,130.0,2,30,1.0,4.81,4.8,4.94,4.92,4.56,4.74,f,0.5945205479452055,30
7235,within a few hours,90,26,f,t,t,Midtown,Entire rental unit,Entire home/apt,4,2.5,2.5 baths,1.0,2.0,1000.0,1,7,2.0,5.0,5.0,4.78,4.89,5.0,4.78,f,0.0438356164383561,22
7258,within a few hours,90,86,f,t,t,Bedford-Stuyvesant,Private room in rental unit,Private room,2,1.0,1 shared bath,1.0,1.0,62.0,1,21,1.0,4.68,4.57,4.91,4.91,4.77,4.74,f,0.5945205479452055,40
7271,within an hour,100,87,t,t,t,Bedford-Stuyvesant,Private room in home,Private room,2,1.0,1 private bath,1.0,1.0,140.0,3,30,3.0,4.86,4.88,4.9,4.89,4.66,4.83,f,0.6219178082191781,51
7297,within an hour,100,96,t,t,t,Red Hook,Private room in rental unit,Private room,2,1.0,1 private bath,1.0,1.0,110.0,5,10,5.0,4.81,4.86,4.93,4.83,4.79,4.78,f,0.347945205479452,41
7300,within a few hours,100,90,t,t,t,Sunset Park,Private room in rental unit,Private room,1,1.5,1.5 shared baths,1.0,1.0,95.0,3,1125,3.0,5.0,4.98,5.0,5.0,4.9,5.0,f,0.1698630136986301,33
7312,within an hour,100,99,t,t,t,Chelsea,Private room in loft,Private room,2,1.0,1 private bath,1.0,1.0,265.0,2,1125,2.0,4.99,5.0,5.0,5.0,4.99,4.94,f,0.6136986301369863,40
7337,within an hour,100,97,t,t,t,Prospect-Lefferts Gardens,Private room in townhouse,Private room,2,1.0,1 private bath,1.0,2.0,141.0,3,29,5.0,4.94,4.98,4.9,4.99,4.86,4.82,f,0.1643835616438356,47
7344,within a day,97,62,f,t,t,Midtown,Entire condo,Entire home/apt,4,1.0,1 bath,0.0,2.0,580.0,3,365,3.0,5.0,5.0,5.0,5.0,5.0,4.5,f,0.0027397260273972,22
7378,within a few hours,91,89,t,t,t,Bushwick,Private room in condo,Private room,2,1.0,1 private bath,1.0,1.0,199.0,5,28,5.0,4.95,4.89,4.98,4.97,4.69,4.9,f,0.4136986301369863,60
7391,within an hour,100,98,t,t,t,Cobble Hill,Private room in rental unit,Private room,2,1.0,1 private bath,2.0,2.0,375.0,2,1125,2.0,4.96,4.96,4.95,4.97,4.97,4.84,f,0.2054794520547945,33
7415,within an hour,100,100,t,t,t,East Village,Private room in condo,Private room,2,1.0,1 private bath,1.0,2.0,175.0,4,180,4.0,4.85,4.82,4.96,4.99,4.78,4.78,f,0.5260273972602739,36
7428,within a day,100,85,t,t,t,Gowanus,Private room in home,Private room,1,1.0,1 shared bath,1.0,1.0,82.0,3,180,3.0,4.79,4.67,4.91,4.88,4.92,4.77,f,0.2301369863013698,35
7445,within an hour,90,99,t,t,t,Park Slope,Private room in townhouse,Private room,2,1.0,1 private bath,1.0,1.0,135.0,2,1125,2.0,4.92,4.94,4.97,4.95,4.96,4.86,t,0.5013698630136987,24
7499,within a day,100,85,t,t,t,Sheepshead Bay,Entire home,Entire home/apt,3,1.0,1 bath,2.0,3.0,225.0,3,28,3.0,4.91,4.97,4.97,4.97,4.76,4.81,f,0.5205479452054794,40
7504,within a few hours,100,95,f,t,t,Clinton Hill,Entire rental unit,Entire home/apt,4,1.0,1 bath,2.0,3.0,215.0,2,90,2.0,4.73,4.84,4.93,4.9,4.49,4.71,f,0.2794520547945205,46
7520,within a few hours,100,98,t,t,t,Bushwick,Private room in home,Private room,2,1.0,1 private bath,2.0,2.0,125.0,4,31,3.0,4.89,4.89,4.94,4.98,4.74,4.91,f,0.673972602739726,25
7538,within a few hours,96,40,t,t,t,Midtown,Room in boutique hotel,Private room,6,2.0,2 baths,2.0,3.0,2699.0,1,30,1.0,5.0,5.0,5.0,5.0,5.0,4.9,f,0.0493150684931506,32
7539,within a few hours,96,40,t,t,t,Midtown,Room in boutique hotel,Private room,4,1.0,1 private bath,1.0,2.0,1599.0,1,30,1.0,5.0,4.97,5.0,5.0,5.0,4.97,f,0.0164383561643835,31
7540,within an hour,100,100,t,t,t,Harlem,Entire rental unit,Entire home/apt,4,1.0,1 bath,0.0,2.0,172.0,1,30,10.0,4.6,4.59,4.8,4.55,4.8,4.61,t,0.4356164383561643,32
7651,within an hour,100,100,f,t,t,Bedford-Stuyvesant,Entire rental unit,Entire home/apt,4,2.5,2.5 baths,2.0,2.0,390.0,3,60,3.0,4.72,4.77,4.85,4.88,4.48,4.64,f,0.5205479452054794,49
7826,within a day,100,75,t,t,f,Sunset Park,Private room in rental unit,Private room,2,1.0,1 private bath,1.0,1.0,136.0,3,28,3.0,4.82,4.88,4.91,4.93,4.62,4.81,f,0.5698630136986301,40
7834,within a few hours,100,97,t,t,t,East Harlem,Entire rental unit,Entire home/apt,6,1.0,1 bath,1.0,2.0,275.0,4,1125,4.0,4.94,4.68,4.94,4.84,4.59,4.81,f,0.4575342465753425,48
7843,within an hour,100,84,t,t,t,Midwood,Private room in home,Private room,2,1.5,1.5 shared baths,1.0,1.0,80.0,3,29,3.0,4.97,4.85,4.98,4.99,4.87,4.94,f,0.4246575342465753,46
7928,within a few hours,90,98,f,t,t,Harlem,Private room in bed and breakfast,Private room,2,1.5,1.5 shared baths,1.0,1.0,513.0,1,180,1.0,4.82,5.0,4.97,5.0,4.84,4.75,t,0.0630136986301369,36
7973,within an hour,100,97,t,t,f,Elmhurst,Private room in home,Private room,2,1.0,1 shared bath,1.0,1.0,128.0,6,18,6.0,4.95,4.96,4.98,4.98,4.87,4.96,f,0.0821917808219178,24
8001,within an hour,100,100,t,t,t,Harlem,Room in boutique hotel,Hotel room,2,2.0,2 shared baths,1.0,1.0,164.0,1,365,4.0,4.83,4.77,4.86,4.75,4.76,4.79,t,0.2821917808219178,15
8008,within an hour,100,100,t,t,t,Harlem,Room in boutique hotel,Private room,2,2.0,2 shared baths,1.0,1.0,153.0,1,365,4.0,4.82,4.77,4.91,4.8,4.89,4.88,t,0.3287671232876712,14
8020,within a few hours,100,96,t,t,t,Greenpoint,Entire townhouse,Entire home/apt,6,1.5,1.5 baths,3.0,4.0,552.0,3,28,3.0,4.94,4.94,5.0,4.95,4.95,4.87,f,0.6328767123287671,78
8022,within an hour,100,99,t,t,t,East Village,Private room in rental unit,Private room,2,2.0,2 shared baths,1.0,1.0,162.0,1,28,1.0,4.83,4.8,4.86,4.83,4.94,4.79,t,0.2657534246575342,23
8040,within an hour,100,92,t,t,t,Sheepshead Bay,Private room in home,Private room,6,2.0,2 baths,3.0,4.0,289.0,3,365,3.0,4.98,4.98,4.99,5.0,4.87,4.91,f,0.1863013698630137,84
8044,within an hour,100,93,t,t,t,Greenpoint,Private room in guest suite,Private room,2,1.0,1 private bath,2.0,2.0,221.0,2,29,5.0,4.93,4.9,4.97,4.97,4.89,4.82,f,0.6164383561643836,54
8057,within an hour,100,91,t,t,t,Astoria,Private room in rental unit,Private room,6,1.0,1 private bath,3.0,4.0,264.0,3,360,5.0,4.97,4.97,4.99,5.0,4.93,4.9,f,0.4465753424657534,36
8066,within an hour,100,100,f,t,f,Briarwood,Private room in home,Private room,2,1.5,1.5 baths,3.0,6.0,349.0,4,730,4.0,5.0,4.73,4.93,5.0,4.67,4.8,f,0.0,16
8075,within a few hours,90,98,f,t,t,Harlem,Private room in townhouse,Private room,2,1.5,1.5 baths,1.0,3.0,355.0,1,120,1.0,4.9,4.86,4.86,4.9,4.82,4.71,f,0.1780821917808219,50
8079,within a few hours,90,98,f,t,t,Harlem,Private room in townhouse,Private room,2,1.5,1.5 baths,1.0,2.0,296.0,1,180,1.0,4.86,4.95,4.95,4.95,4.68,4.55,f,0.0246575342465753,36
8080,within a few hours,90,98,f,t,t,Harlem,Private room in townhouse,Private room,3,1.5,1.5 shared baths,1.0,2.0,296.0,1,180,1.0,4.89,4.82,4.93,4.91,4.74,4.79,t,0.1232876712328767,31
8097,within an hour,100,100,f,t,t,Canarsie,Private room in home,Private room,2,1.0,1 private bath,0.0,1.0,98.0,2,1125,2.0,4.92,4.92,4.95,4.96,4.65,4.88,f,0.1013698630136986,24
8166,within an hour,100,100,t,t,t,Bath Beach,Entire rental unit,Entire home/apt,4,1.0,1 bath,2.0,1.0,190.0,5,21,5.0,4.94,4.94,4.94,4.94,4.8,4.91,f,0.5643835616438356,51
8211,within a few hours,86,88,t,t,t,Whitestone,Private room in townhouse,Private room,1,0.0,0 shared baths,1.0,1.0,94.0,1,29,7.0,4.92,4.97,4.92,4.94,4.84,4.9,f,0.0931506849315068,41
8233,within an hour,100,100,t,t,t,Gowanus,Private room in loft,Private room,4,1.0,1 private bath,1.0,4.0,230.0,2,365,2.0,4.96,4.89,4.99,5.0,4.56,4.9,f,0.3863013698630137,55
8239,within an hour,100,100,f,t,t,Upper West Side,Entire rental unit,Entire home/apt,6,1.0,1 bath,3.0,3.0,475.0,5,1124,5.0,4.36,4.28,4.84,4.8,4.93,4.4,f,0.5095890410958904,41
8307,within an hour,100,89,t,t,t,Harlem,Private room in rental unit,Private room,2,1.0,1 shared bath,1.0,1.0,130.0,2,365,2.0,4.82,4.65,4.82,4.94,4.47,4.47,f,0.1616438356164383,41
8311,within an hour,100,100,t,t,f,Clinton Hill,Entire guest suite,Entire home/apt,4,1.0,1 bath,2.0,2.0,245.0,2,30,2.0,4.84,4.9,4.96,4.95,4.81,4.82,f,0.4849315068493151,30
8323,within an hour,100,100,f,t,t,Canarsie,Private room in home,Private room,2,1.0,1 private bath,1.0,1.0,148.0,1,30,1.0,4.25,4.27,4.56,4.55,4.52,4.06,f,0.0164383561643835,34
8340,within an hour,100,100,t,t,t,Upper West Side,Private room in townhouse,Private room,2,1.5,1.5 baths,2.0,3.0,365.0,3,28,3.0,4.99,4.99,5.0,4.99,4.99,4.92,f,0.2602739726027397,42
8391,within an hour,100,93,t,t,f,Bedford-Stuyvesant,Private room in home,Private room,1,1.0,1 shared bath,1.0,1.0,90.0,14,70,14.0,4.94,4.94,4.94,4.98,4.87,4.83,f,0.1150684931506849,22
8405,within an hour,100,97,f,t,t,Pelham Gardens,Entire home,Entire home/apt,6,1.5,1.5 baths,3.0,4.0,399.0,2,30,2.0,4.9,4.79,4.97,4.94,4.89,4.86,f,0.5534246575342465,41
8451,within an hour,100,98,t,t,t,Bedford-Stuyvesant,Entire guest suite,Entire home/apt,4,1.0,1 bath,1.0,2.0,180.0,2,28,2.0,4.9,4.97,4.94,4.97,4.75,4.79,f,0.4273972602739726,55
8452,within an hour,100,83,t,t,t,Windsor Terrace,Entire home,Entire home/apt,12,2.0,2 baths,3.0,8.0,1000.0,1,365,4.0,4.93,4.95,4.96,4.94,4.93,4.77,f,0.6465753424657534,56
8457,within an hour,100,98,t,t,t,East Elmhurst,Private room in home,Private room,1,1.0,1 shared bath,1.0,1.0,71.0,1,20,1.0,4.88,4.9,4.96,4.94,4.64,4.86,f,0.6520547945205479,30
8512,within an hour,100,97,t,t,t,Arverne,Private room in rental unit,Private room,2,1.0,1 private bath,2.0,3.0,170.0,2,1125,2.0,4.95,4.81,4.99,5.0,4.96,4.89,f,0.2219178082191781,61
8576,within an hour,100,74,t,t,t,Boerum Hill,Private room in home,Private room,1,1.0,1 private bath,1.0,1.0,168.0,2,40,2.0,4.95,4.94,4.97,4.96,4.9,4.88,f,0.1863013698630137,47
8579,within an hour,100,92,f,f,t,Jamaica,Entire home,Entire home/apt,6,1.0,1 bath,3.0,3.0,175.0,30,360,30.0,4.86,4.89,4.95,4.96,4.57,4.81,f,0.0,28
8602,within a few hours,90,61,t,t,t,Flatlands,Private room in rental unit,Private room,1,1.0,1 shared bath,1.0,1.0,99.0,3,29,3.0,4.96,4.77,4.85,5.0,4.56,4.78,f,0.5205479452054794,28
8689,within a few hours,100,93,t,t,t,Greenpoint,Private room in condo,Private room,2,1.0,1 private bath,1.0,1.0,295.0,1,730,1.0,4.86,4.8,4.88,4.77,4.74,4.7,f,0.3260273972602739,56
